Event	ID	Name			Wwise Object Path	Notes
	76758945	Play_slot_spin_container			\Default Work Unit\Slots\Play_slot_spin_container	
	78570490	Play_Geezer			\Default Work Unit\NPCs\Play_Geezer	
	121174090	Play_amb_outside			\Default Work Unit\Ambience\Play_amb_outside	
	149938048	Play_attract_FourLeafLuckalt			\Default Work Unit\Slots\Attractions\Play_attract_FourLeafLuckalt	
	301125906	Play_Spin			\Default Work Unit\Roulette\Play_Spin	
	504588419	Stop_Spin_Cycle			\Default Work Unit\Slots\Stop_Spin_Cycle	
	545496015	Play_Farmer			\Default Work Unit\NPCs\Play_Farmer	
	554652250	Play_phone_up			\Default Work Unit\Phone\Play_phone_up	
	788884573	Stop			\Default Work Unit\Slots\Stop	
	839760237	Play_phone_down			\Default Work Unit\Phone\Play_phone_down	
	917334326	Play_attract_Western			\Default Work Unit\Slots\Attractions\Play_attract_Western	
	1118907549	Play_SlotWinVirtual			\Default Work Unit\Slots\Play_SlotWinVirtual	
	1316105455	Play_Polka			\Default Work Unit\NPCs\Play_Polka	
	1327114964	Play_ZestyRichGuy			\Default Work Unit\NPCs\Play_ZestyRichGuy	
	1665187052	Stop_attract_xmarks			\Default Work Unit\Slots\Attractions\Stop_attract_xmarks	
	2125167341	Play_Loser			\Default Work Unit\NPCs\Play_Loser	
	2126956004	Play_SmallBet			\Default Work Unit\Roulette\Play_SmallBet	
	2184809433	Play_music_midCasino			\Default Work Unit\Play_music_midCasino	
	2303260725	Play_Slot_Stop			\Default Work Unit\Slots\Play_Slot_Stop	
	2459562556	Play_Douche			\Default Work Unit\NPCs\Play_Douche	
	2488303320	Play_FootStepsContainer			\Default Work Unit\Play_FootStepsContainer	
	2571661844	Play_keyboard_click			\Default Work Unit\Phone\Play_keyboard_click	
	2574927968	Play_Idk			\Default Work Unit\NPCs\Play_Idk	
	2579523620	Play_Slot_machine_sfx_virtual			\Default Work Unit\Slots\Play_Slot_machine_sfx_virtual	
	2702863590	Play_attract_xmarks			\Default Work Unit\Slots\Attractions\Play_attract_xmarks	
	2852958513	Play_Spin_Cycle			\Default Work Unit\Slots\Play_Spin_Cycle	
	2932405927	Play_Slot_Win_Base			\Default Work Unit\Slots\Play_Slot_Win_Base	
	2969981116	Stop_attract_Western			\Default Work Unit\Slots\Attractions\Stop_attract_Western	
	3046872037	Play_Phone_App_open			\Default Work Unit\Phone\Play_Phone_App_open	
	3475930679	Play_RegularGuy			\Default Work Unit\NPCs\Play_RegularGuy	
	3510522014	Stop_attract_FourLeafLuckalt			\Default Work Unit\Slots\Attractions\Stop_attract_FourLeafLuckalt	
	3634297912	Stop_attract_SnakeEyes			\Default Work Unit\Slots\Attractions\Stop_attract_SnakeEyes	
	3721984613	Play_BigBet			\Default Work Unit\Roulette\Play_BigBet	
	3900699724	Play_phone_notification			\Default Work Unit\Phone\Play_phone_notification	
	4097516578	Play_attract_SnakeEyes			\Default Work Unit\Slots\Attractions\Play_attract_SnakeEyes	
	4192618525	Play_Smoker			\Default Work Unit\NPCs\Play_Smoker	
	4246019388	Play_amb_midCasino			\Default Work Unit\Ambience\Play_amb_midCasino	
	4257882499	Play_BigLad			\Default Work Unit\NPCs\Play_BigLad	

Switch Group	ID	Name			Wwise Object Path	Notes
	200764838	Chips			\Default Work Unit\Chips	
	1088209313	Floor			\Default Work Unit\Floor	

Switch	ID	Name	Switch Group			Notes
	647611021	Big	Chips			
	1846755610	Small	Chips			
	2849147824	Medium	Chips			
	841620460	Concrete	Floor			
	4248645337	Grass	Floor			
	4294388576	Generic	Floor			

State Group	ID	Name			Wwise Object Path	Notes
	168988604	Slot_Test_Group			\Default Work Unit\Slot_Test_Group	

State	ID	Name	State Group			Notes
	748895195	None	Slot_Test_Group			

Effect plug-ins	ID	Name	Type				Notes
	29232603	New_Parametric_EQ_01	Wwise Parametric EQ			
	3657550167	New_Parametric_EQ	Wwise Parametric EQ			
	3935818673	Slot_Paramteric_EQ	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8090944	BigBet	.cache\A1\{A15BBB1C-A028-6603-F461-ED1F6CB5F3CD}.wem		\Containers\Default Work Unit\GameSFX\Chips\BetChips\BigBet		176496
	24347595	Slot Machine SFX-009	.cache\25\{25C6299F-7124-B2F9-9C2B-C8B41053FAE4}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-009		44680
	35805181	Shoe Step Grass Medium E	.cache\FE\{FEC18650-901D-8905-FB6B-95A83BDB7F68}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\Footsteps\FootStepsContainer\Grass\Shoe Step Grass Medium E		77676
	46101133	Shoe Step Grass Medium A	.cache\6D\{6DBA4B58-4267-373E-D785-06D41C451188}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\Footsteps\FootStepsContainer\Grass\Shoe Step Grass Medium A		77612
	65542308	Douche0-50_500	.cache\AA\{AABAD2BC-2423-89E1-0C47-2ECFD0756100}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Douche\Douche\Douche0-50_500		441096
	74728829	Geezer0-13_500	.cache\8E\{8E0CB809-0C10-97A7-E108-90499785BA2C}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Geezer\Geezer\Geezer0-13_500		176496
	98207390	Geezer0-09_000	.cache\54\{54223937-9C15-D197-5390-CDC927DE7F7E}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Geezer\Geezer\Geezer0-09_000		214244
	100922231	sfx_footstep_3	.cache\45\{45F163FF-F881-FF29-FD48-6E6E39340992}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\Footsteps\FootStepsContainer\Generic\sfx_footstep_3		96144
	104126226	Slot Machine SFX-001	.cache\D9\{D94C922F-4E51-B832-92EA-A7DF59FCD8A9}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-001		47220
	114111115	Smoker1-06_500	.cache\E5\{E553D00C-09BC-3C74-4EFC-DDA528C05D7D}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Smoker\Smoker\Smoker1-06_500		705696
	128454229	Spin Cycle	.cache\C9\{C998DC31-2613-3007-AC3B-ECC2EEE63F7F}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Spin Cycle		264696
	149566734	Regular Guy0-16_000	.cache\F3\{F37B5CE9-C70F-C645-31F5-5B08A504543F}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Regular Guy\Regularguy\Regular Guy0-16_000		352896
	174274522	Geezer0-11_500	.cache\46\{46A9649A-213C-BD42-6CBD-D0AD5EF1B86F}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Geezer\Geezer\Geezer0-11_500		352896
	181502551	Loser1-39_000	.cache\AA\{AA3BA654-8A88-F0F2-89AB-4A87493104AA}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Loser\Loser\Loser1-39_000		1058496
	192997628	Zesty Rich Guy1-56_000	.cache\02\{026D41DC-82B2-EA07-26D2-BBA442859490}.wem		\Containers\Default Work Unit\Voice Lines\NPC's\Random People\Zesty Rich Guy\ZestyRichGuy\Zesty Rich Guy1-56_000		617496
	193646577	phone notification	.cache\59\{5978B6CE-51CD-5FBD-7B46-5D895C24090E}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\UI\Phone SFX\phone notification		276072
