Event	ID	Name			Wwise Object Path	Notes
	76758945	Play_slot_spin_container			\Default Work Unit\Slots\Play_slot_spin_container	
	121174090	Play_amb_outside			\Default Work Unit\Play_amb_outside	
	149938048	Play_attract_FourLeafLuckalt			\Default Work Unit\Slots\Attractions\Play_attract_FourLeafLuckalt	
	504588419	Stop_Spin_Cycle			\Default Work Unit\Slots\Stop_Spin_Cycle	
	788884573	Stop			\Default Work Unit\Stop	
	917334326	Play_attract_Western			\Default Work Unit\Slots\Attractions\Play_attract_Western	
	1665187052	Stop_attract_xmarks			\Default Work Unit\Slots\Attractions\Stop_attract_xmarks	
	2303260725	Play_Slot_Stop			\Default Work Unit\Slots\Play_Slot_Stop	
	2702863590	Play_attract_xmarks			\Default Work Unit\Slots\Attractions\Play_attract_xmarks	
	2852958513	Play_Spin_Cycle			\Default Work Unit\Slots\Play_Spin_Cycle	
	2932405927	Play_Slot_Win_Base			\Default Work Unit\Slots\Play_Slot_Win_Base	
	2969981116	Stop_attract_Western			\Default Work Unit\Slots\Attractions\Stop_attract_Western	
	3510522014	Stop_attract_FourLeafLuckalt			\Default Work Unit\Slots\Attractions\Stop_attract_FourLeafLuckalt	
	3634297912	Stop_attract_SnakeEyes			\Default Work Unit\Slots\Attractions\Stop_attract_SnakeEyes	
	4097516578	Play_attract_SnakeEyes			\Default Work Unit\Slots\Attractions\Play_attract_SnakeEyes	
	4246019388	Play_amb_midCasino			\Default Work Unit\Play_amb_midCasino	

State Group	ID	Name			Wwise Object Path	Notes
	168988604	Slot_Test_Group			\Default Work Unit\Slot_Test_Group	

State	ID	Name	State Group			Notes
	748895195	None	Slot_Test_Group			

Effect plug-ins	ID	Name	Type				Notes
	3935818673	Slot_Paramteric_EQ	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	24347595	Slot Machine SFX-009	.cache\25\{25C6299F-7124-B2F9-9C2B-C8B41053FAE4}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-009		44680
	104126226	Slot Machine SFX-001	.cache\D9\{D94C922F-4E51-B832-92EA-A7DF59FCD8A9}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-001		47220
	128454229	Spin Cycle	.cache\C9\{C998DC31-2613-3007-AC3B-ECC2EEE63F7F}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Spin Cycle		264696
	348867920	Slot Spin-002	.cache\D3\{D3FE04D3-9F90-3B63-3E60-E42712D963A5}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\slot spin container\Slot Spin-002		100668
	381998484	Slot Machine SFX-002	.cache\2B\{2B54509C-93C8-627E-D242-37D9CC7FC7A2}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-002		46872
	479959301	amb_outside	.cache\2A\{2A9F95F5-F5A4-426D-DE4E-12879A632B53}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\amb_outside		9783836
	480015837	Slot Machine SFX-006	.cache\8E\{8E7C13FA-FDF4-73FF-FA4E-A35E5D972174}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-006		38828
	585689114	Slot Machine SFX-007	.cache\10\{10EBBB9A-1521-F033-F959-61988D74A551}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-007		60812
	595200575	attract_FourLeafLuckalt	.cache\C9\{C9769E54-9DEF-5271-7B6F-CFF26DE9E09E}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Attractions\attract_FourLeafLuckalt		3328144
	635112411	attract_xmarks	.cache\8D\{8DA4F014-7B87-A86A-4553-B1CD04C804E6}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Attractions\attract_xmarks		4096144
	657574222	Slot Machine SFX-005	.cache\79\{79BDE484-3909-6590-695E-E31F14FCA0E7}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-005		47208
	672356513	Slot Machine SFX-003	.cache\4C\{4C6503BB-ED17-7371-41D6-DCE4F9A446CD}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-003		54904
	791351491	Slot Machine SFX-008	.cache\28\{2801ED0F-6DC8-CA55-2D8D-B2499B0BBF8E}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-008		86888
	813455346	attract_Western	.cache\61\{61B052EB-3ECB-C022-8F47-3C96D1B66B18}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Attractions\attract_Western		6142812
	861407229	Slot Spin-003	.cache\D2\{D2943C77-572E-E5BB-218E-A193211B901C}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\slot spin container\Slot Spin-003		104908
	939967480	Slot Win Base	.cache\3B\{3BB19C7B-AC06-65A6-7935-6C3576950DF5}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Win Base		970296
	996559230	attract_SnakeEyes	.cache\8B\{8B44359C-FEC0-80C4-3F73-4920A202B7CE}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Attractions\attract_SnakeEyes		2048144
	1003987524	Slot Machine SFX-004	.cache\CD\{CD62A8F7-7CBF-C738-7341-2A9B66356083}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\Slot Stop\Slot Machine SFX-004		51964
	1007684741	Slot Spin-001	.cache\A8\{A8959D1F-2DD9-ABAA-60E1-4C167727D1E4}.wem		\Containers\Default Work Unit\GameSFX\Slot Machine\slot spin container\Slot Spin-001		128176
	1011870256	amb_midCasino	.cache\61\{616CCCA2-7A01-4FEB-0262-126D5BD84547}.wem		\Containers\Default Work Unit\GameSFX\Environment SFX\amb_midCasino		7792760

